292
13
-64.571010 -14.603231 -3.217350 -10.888700 0.872061 -7.312366 -2.139936 -5.188346 -1.244849 -5.473391 -0.162849 -1.429686 -0.151291
-60.753231 -8.555726 1.860462 -7.219204 -2.527193 -9.095244 0.248742 -6.521233 0.831423 -6.060039 -0.009324 -1.050530 0.266049
-60.948067 -8.698254 3.753662 -7.363468 0.732754 -4.339414 2.755181 -6.135281 -1.074840 -3.336007 -1.694865 -2.469397 0.241704
-58.667251 -12.107261 -0.472713 -11.265384 0.679022 -4.277859 -2.340768 -5.296758 -1.279240 -3.761289 0.041083 -1.247248 0.197574
-56.002089 -7.717057 0.399268 -9.807038 0.218841 -7.319808 -0.035346 -5.921348 -1.091138 -3.816883 -1.674168 -0.986040 -1.090104
-49.412647 -10.251707 -3.670630 -14.050570 -4.313746 -4.778324 -3.216215 -9.811502 -3.084429 -4.624847 -0.561087 -2.060096 0.439229
-43.583292 -12.351937 -5.083137 -10.056932 0.612292 -1.450394 -0.891384 -4.250121 -1.066001 -2.699226 1.222026 0.439105 1.640715
-23.042991 -14.825545 -3.302413 -4.869447 0.248330 2.058716 -7.996488 -3.170601 -1.240729 -3.752848 -0.126508 0.402849 -0.689445
-32.193479 -17.046577 -2.841274 -7.990764 -1.699028 2.511274 -4.616602 -2.003265 -1.502327 -1.814583 0.179941 0.184024 1.247418
-40.692171 -14.436752 -0.433018 -8.892686 -0.277880 0.889571 -4.175022 -3.379482 -3.036636 -3.733898 -1.349466 -2.078558 -0.387547
-38.833666 -9.506254 3.264306 -7.063608 -0.414634 -1.778214 -5.225918 -0.994583 0.063206 -4.302009 -0.445097 -1.993542 0.060352
-46.246395 -4.440102 5.537136 -5.921686 4.915161 0.243269 -1.224189 -3.150887 0.100937 -4.487657 0.368888 -0.431789 0.832124
-47.899396 -5.089116 2.641997 -8.705277 -0.254704 -2.282447 -0.590263 -4.692325 1.060710 -5.523439 0.418174 -2.322803 -0.027890
-50.878369 -2.880092 9.412319 -4.152106 3.173965 -2.999305 1.346458 -1.379504 1.760801 -1.259376 2.374217 0.746243 0.902255
-41.265642 -2.036171 3.520237 -5.219924 3.298144 -0.601976 2.232793 -4.941358 1.689789 -0.680098 0.027592 -1.945338 1.640692
-45.634052 -3.876385 4.416294 -4.300166 5.962323 1.653545 3.744693 -1.931437 0.986149 -2.352599 1.616244 -1.380870 0.836782
-43.467062 -6.075229 5.204701 -4.116988 2.179671 -1.231940 -0.082124 -3.757567 -0.895802 -3.173277 -0.743747 -3.805742 -1.553893
-33.829082 1.327549 10.400978 -2.870775 6.277895 3.929742 0.628795 -2.419982 0.012635 -1.378210 -0.402979 -1.929502 0.687168
-36.486788 1.619558 10.338561 -0.403859 8.096992 2.870479 2.282673 -2.733914 -0.132825 -1.185739 -0.222137 -2.578390 0.770098
-43.229499 -1.610803 9.751557 -1.775862 6.852783 0.304185 -2.152657 -3.667783 0.339723 -3.041978 0.803951 -1.467244 0.047733
-41.057403 0.396125 6.298261 -5.373001 5.824578 1.479430 1.351688 -3.097970 1.919475 -0.124845 2.820778 -1.234248 2.761503
-40.026333 -1.215374 5.181341 -3.375471 7.080104 -0.190621 1.122844 -3.521485 -2.586973 -2.803772 2.286521 -1.164151 0.790601
-34.644973 1.055396 4.193534 -7.440398 3.609456 2.906338 3.092839 -1.534406 1.130814 -2.244866 2.404800 -2.396766 0.771503
-44.584919 -3.977488 4.761087 -7.383184 0.926727 -0.172846 0.314149 -3.215224 2.005754 -3.640121 0.473015 -1.520472 1.038082
-40.460458 3.701416 11.645599 1.780081 6.837741 -1.011911 0.261376 -4.189936 2.718320 -4.517538 2.251317 0.501362 0.651607
-38.126831 4.486263 10.008759 -0.191781 4.160852 -0.072707 4.380668 -3.751782 2.750963 -3.489190 0.948578 -2.014446 0.880057
-40.730391 -1.592803 5.578172 -4.037343 3.318552 -0.274276 2.454371 -4.260498 -0.977936 -3.610956 0.576361 -2.031304 -0.386896
-41.156996 -1.324507 6.590431 -2.931483 3.676590 -1.065018 -0.976740 -8.113147 -1.830183 -2.629268 1.228984 -1.565342 2.905680
-39.573945 1.596736 10.249633 0.420787 6.953729 -0.474011 0.880123 -1.990241 0.935167 -3.651269 1.702286 -1.805088 0.200291
-36.232430 1.422751 7.297994 -0.475251 9.133770 1.277936 0.663759 -2.569921 0.496118 -2.877712 2.205161 -0.780817 1.439183
-45.466812 -2.069681 8.364764 -2.409635 5.590124 -0.165763 0.554398 -3.405325 -1.022316 -4.172450 1.107825 -2.416650 1.785711
-45.540084 -3.646151 7.285841 -3.148386 0.602119 -2.935589 -2.492952 -7.514722 0.303516 -4.899387 0.704224 -1.555019 -0.040276
-45.462020 2.150042 10.609320 -1.304007 8.606472 0.200051 1.728226 -2.563773 1.966761 -2.768548 -0.736145 -2.684825 0.912881
-37.945015 1.400297 9.642921 -1.118555 4.760520 -0.423904 1.983475 -1.429571 1.979031 -1.696077 1.390435 -2.062262 0.483433
-47.590466 -5.516469 0.971070 -5.834509 4.746592 1.317092 4.580755 -2.276129 3.222983 -1.386734 3.518350 -0.354044 0.465079
-43.189109 -2.547405 1.551530 -8.172173 3.147372 -4.211435 -2.670459 -7.050857 -3.148396 -4.216953 0.245115 -2.823683 0.454232
-36.204999 2.838943 9.427192 1.195495 9.231424 3.664011 2.638275 -4.458065 -0.535510 -3.773719 2.828354 -0.839704 1.180081
-42.212584 4.584922 8.013789 1.714027 9.139770 0.985235 6.481428 -5.347546 1.048546 -3.711600 1.974111 -3.035647 0.439374
-43.831251 -0.478243 5.555578 -2.585331 3.827605 0.141601 3.619053 -5.197790 3.423149 -1.761956 1.789490 -2.498932 1.701559
-48.289076 -3.674193 3.426103 -8.060752 4.362125 -0.944211 1.281850 -3.224128 -1.933999 -5.163251 -0.073744 -3.153218 -1.100648
-41.932106 2.849475 10.013616 3.296265 10.972861 -0.265495 4.178999 -3.320577 1.061877 -1.886456 0.224882 -1.162931 0.429486
-42.663021 -0.256464 6.352759 -2.025327 6.961818 0.154402 1.155908 -4.159057 -0.089342 -4.071875 2.768261 -1.665434 1.101826
-41.173123 2.298377 10.936275 -0.467328 10.114201 3.462244 1.677012 -4.839911 -1.047611 -0.966724 3.444230 1.059982 3.483518
-48.477662 -4.346500 1.950085 -6.197018 4.900269 0.009760 1.860062 -3.585216 1.502029 -3.235066 2.383897 -3.641440 0.515866
-38.393774 2.560568 6.885888 -3.991688 5.563254 2.847409 3.380185 -3.061864 3.593277 -0.787276 3.944567 -0.697589 1.698806
-34.078411 6.760008 7.669260 -3.434578 7.189924 1.963890 3.673837 -3.854850 1.802746 -0.804632 3.056988 -1.093839 2.423113
-37.208806 2.776514 9.483249 -0.314783 9.291935 3.680633 2.966021 -3.378860 -0.262712 -1.997953 2.569301 -1.451870 1.341230
-39.593292 3.288246 11.066716 1.059045 10.257975 3.569673 2.323905 -5.184303 -0.340695 -1.850416 3.612313 1.031174 2.347355
-42.247901 1.735508 12.815176 1.109606 6.056559 0.166308 3.621561 -3.298617 0.510554 -1.154506 -0.194075 -1.976462 0.719025
-36.245771 7.753440 8.343894 -6.220945 5.324913 2.192126 6.370713 -1.752821 3.026348 -0.815998 0.423949 -2.134153 2.492637
-26.536892 11.594639 6.118806 -10.260055 3.416450 1.359383 4.513625 -1.091681 1.825319 -0.429480 3.872021 -1.764275 1.689924
