1083
13
-45.373002 -4.949226 2.592234 -5.177753 2.321742 -5.453062 -3.342472 -5.768412 1.686676 -2.437934 0.124625 -1.755196 -0.058450
-45.960455 -3.074145 3.373429 -8.066749 -1.652190 -6.176055 -1.194878 -3.909371 2.252770 -3.468455 0.549819 -2.692433 0.512599
-40.000147 -1.242314 2.469359 -4.619145 4.584697 -3.186769 1.800567 -1.700910 1.929453 -2.614346 -0.095455 -2.570811 -0.000118
-43.165098 -0.904709 1.182932 -8.500041 1.968156 -4.889396 0.102696 -2.950726 2.468060 -2.806240 0.261595 -3.384812 1.485740
-41.009911 -3.470746 0.729321 -5.674807 0.840268 -3.982219 1.967674 -2.921409 1.722383 -4.133885 -0.721247 -3.341662 1.414156
-41.172205 -1.694393 3.347859 -7.681037 0.726841 -4.773008 -0.364466 -3.729964 -1.112282 -3.680464 0.157412 -2.217895 0.283205
-42.546731 -4.615487 1.070192 -6.865022 -1.416656 -4.298786 -0.285007 -5.794206 0.077651 -5.542727 0.238485 -2.925920 -0.693444
-36.472021 -1.364140 -1.336185 -7.547456 1.221945 -4.160050 1.015693 -4.788272 0.413935 -3.602084 0.729752 -1.832546 0.619182
-45.866201 -4.374494 1.910554 -5.611394 -0.484569 -6.300869 2.041617 -3.875722 -0.733386 -5.042242 0.050751 -3.019488 -0.275632
-40.273993 -0.931058 2.761782 -6.598260 1.835436 -4.325748 -0.074962 -2.920400 2.009648 -3.499848 0.081640 -1.952580 0.263165
-42.461661 -0.301453 1.796291 -5.459913 2.928476 -4.811286 2.342653 -4.014396 2.077664 -2.022567 1.537991 -1.993623 -0.236254
-47.352498 0.772752 8.749874 -4.634602 -0.653915 -5.767816 4.639408 -3.806369 0.054127 -3.250950 -1.648281 -1.830050 0.454366
-42.997565 3.375210 9.061103 -5.381303 3.763949 -2.115613 -1.161314 -3.772495 2.307981 -3.663306 1.825092 -2.196204 1.056920
-37.162325 -0.994494 3.765398 -4.357117 -0.356395 -6.251385 2.113920 -0.915755 1.610573 -2.879597 1.068187 -0.570335 0.637117
-43.410421 -5.745579 0.116426 -4.524213 0.432242 -7.664629 -0.107475 -4.858969 1.257924 -1.620121 0.499125 -0.995845 -0.471060
-36.288956 0.311836 2.820808 -5.565981 -0.705595 -6.702301 -0.855752 -5.163814 1.235582 -3.039886 0.228943 -2.389201 0.568688
-43.377992 -2.330166 5.042634 -2.982391 1.145741 -6.749418 1.601815 -2.707574 -1.034975 -4.095173 0.096393 -2.620740 1.252582
-46.338495 -4.907567 0.177570 -6.048775 3.661734 -2.152322 3.233868 -2.227380 3.255001 -1.673936 1.761797 -1.489028 -0.414404
-40.938585 -3.824023 0.889699 -6.163247 1.415025 -3.216501 0.893377 -3.599656 1.938394 -2.829855 0.947559 -0.983197 0.856557
-43.173918 -3.129220 2.061679 -5.986260 3.011498 -1.503150 1.198099 -4.668849 1.097255 -2.590113 1.285793 -2.540456 0.781428
-36.626859 2.259781 4.962285 -2.747080 3.739321 -2.713455 2.029740 -4.994808 0.718210 -2.610930 2.205041 -1.352589 0.560237
-48.040109 -6.391081 1.998064 -5.600488 1.833401 -4.840697 -0.302779 -3.901480 -0.103160 -3.517402 1.606418 -1.426960 0.366109
-46.182883 -2.579211 -2.714291 -5.674825 6.456126 -6.287521 3.530117 -1.723651 0.714670 -2.932691 2.330620 -1.909243 1.092647
-39.197087 -0.438581 1.098747 -5.056550 6.407052 -4.615334 0.144913 -1.228940 1.087159 -4.298675 0.561551 -0.396651 0.532162
-35.358759 -1.450666 -0.557363 -5.881695 2.235517 -4.129324 2.035355 -2.041470 1.645096 -1.763283 1.879888 -2.427355 0.202817
-39.337898 -3.395153 1.757209 -3.520752 1.906249 -5.038501 0.894703 -2.472903 1.717480 -3.460915 0.777419 -1.468083 -0.453092
-44.635714 -6.317916 -0.920275 -7.360961 0.196364 -5.448641 0.940686 -2.857118 0.788571 -4.988004 -0.895116 -2.009058 -1.071994
-39.964469 -4.862229 -2.352204 -8.669348 -0.279995 -5.758372 -0.065856 -6.136873 -2.016418 -3.232335 -0.665433 -3.295875 -0.725712
-41.524723 -5.435878 -0.736003 -4.124747 2.450894 -6.884905 -1.347848 -5.793462 -1.178970 -3.684541 -0.211528 -2.199326 0.505413
-42.173217 -1.361516 3.747073 -7.366681 -2.159823 -6.763743 -0.354818 -4.147709 0.774610 -4.747195 0.273248 -1.320992 0.089573
-37.976668 -0.504197 3.483657 -4.016396 3.023631 -3.044836 0.252978 -4.093150 1.114003 -4.465817 0.221218 -1.463597 1.048046
